监管文件编号,主题,文件名,发文字号,匹配源,决策,置信度,A强信号关键词,B销售代理关键词,C泛化关键词,X排除关键词,命中摘录,可用正文长度,全文状态
RFN-bcd5795407b8d858,T5资金运用与资产负债管理,中国银保监会办公厅关于调整保险资金投资债券信用评级要求等有关事项的通知,银保监办发[2021]118号,nfra,BOUNDARY,低,,,保险公司|保险机构|保险资产管理|保险资金|偿付能力,,[title]…中国银保监会办公厅关于调整保险资金投资债券信用评级要求等有关事项的通知 各银保监局，各保险集团（控股）公司、保险公司、保险资产管理公司：为规范保…,2585,已提取-可全文
RFN-bcf550a83afb76e6,T5资金运用与资产负债管理,关于调整保险公司投资银行次级债券、银行次级定期债务和企业债券比例的通知（已废止）,保监发〔2004〕77号,nfra,EXCLUDE,中,,,保险公司|保险资产管理|保险资金,商业银行|银行业,[body]…券、 银行次级定期债务和企业债券比例问题通知如下： 一、 保险公司投资的银行次级债券应当是经中国人民银行和中国银行业监督管理委员会批准发行， 符合《商业银行次级债券发行管理办法》规定的银行次级债券（以下简称“次级债券”）， 并…,1380,已提取-可全文
RFN-bcf6a94098450808,T5资金运用与资产负债管理,关于允许保险公司购买电信通讯类企业债券的通知（已废止）,保监发[2001]85号,nfra,BOUNDARY,低,,,保险公司,,[title]…关于允许保险公司购买电信通讯类企业债券的通知（已废止） 保监发[2001]85号。各保险公司：。经国务院批准，保险公司可以购买…,322,已提取-可全文
RFN-bcfc514b94391a98,T1销售行为与消费者保护,中国保监会关于印发《人身保险公司销售误导责任追究指导意见》的通知,保监发〔2012〕99号,nfra,INCLUDE,高,人身保险|人身保险公司,,,,[title]…中国保监会关于印发《人身保险公司销售误导责任追究指导意见》的通知 保监发〔2012〕99号。各保监局，各人身保险公司：。为进一步强化各人身保险…,8390,已提取-可全文
RFN-bd2dc00378b68047,T5资金运用与资产负债管理,国家金融监督管理总局办公厅关于印发《保险资金运用内部控制应用指引（第4号—第6号）》的通知,金办发[2024]122号,nfra,BOUNDARY,低,,,保险公司|保险机构|保险资产管理|保险资金|偿付能力,,[title]…国家金融监督管理总局办公厅关于印发《保险资金运用内部控制应用指引（第4号—第6号）》的通知 国家金融监督管理总局办公厅各金融监管局，各保险集团（控股）公司…,28188,已提取-可全文
RFN-bdcf2e6288ea2d45,T1销售行为与消费者保护,关于加强投资连结保险销售管理有关事项的通知,保监发〔2007〕76号,nfra,INCLUDE,中,人身保险|人身保险公司,,,,[meta]…关于加强投资连结保险销售管理有关事项的通知 保监发〔2007〕76号。各人身保险公司，各保监局：。2007年以来，我国人身保险市场投资连结保险销售增长较快，对人身保险业的发展起到了重要的推动作用…,4776,已提取-可全文
RFN-bf24da36b5532f5a,T3资本与偿付能力监管,关于印发《保险公司资本保证金管理办法》的通知,保监发〔2011〕39号,nfra,EXCLUDE,中,,,保险公司|分支机构,商业银行|银行业,[body]…五条 保险公司应遵循“足额、安全、稳定”的原则提存资本保证金。第二章 存 放 第六条 保险公司应当选择两家以上商业银行作为资本保证金的存放银行。存放银行应符合以下条件： （一）全国性中资商业银行； （二）上年末净资产不少于200…,6555,已提取-可全文
RFN-bfa7525047bb4233,T3资本与偿付能力监管,关于招商信诺人寿保险有限公司资本保证金处置的批复,保监财会〔2005〕868号,nfra,INCLUDE,高,人寿保险,,,,[title]…关于招商信诺人寿保险有限公司资本保证金处置的批复 保监财会〔2005〕868号。招商信诺人寿保险有限公司：。你公司《关于转存资本保…,640,已提取-可全文
RFN-bfb23e326cb3010c,T8机构准入与组织监管,关于建立人身险公司专管员联系机制的通知（已废止）,保监厅发〔2010〕52号,nfra,INCLUDE,高,人身保险|人身险公司,,,,[title]…关于建立人身险公司专管员联系机制的通知（已废止） 保监厅发〔2010〕52号。各保监局：。为加强监管信息的上传下达，推动监管工作…,2170,已提取-可全文
RFN-bfd71798c8acfe26,T6养老与健康保险专项,健康保险管理办法（中国银行保险监督管理委员会令2019年第3号）,N/A,nfra,BOUNDARY,低,人寿保险公司|健康保险|养老保险公司,,,保险中介机构|再保险公司,[body]…行。保险公司开展不承担保险风险的委托管理服务不适用本办法。 第二章 经营管理 第八条 依法成立的健康保险公司、人寿保险公司、养老保险公司，经银保监会批准，可以经营健康保险业务。 前款规定以外的保险公司，经银保监会批准，可以经营短期健…,15389,已提取-可全文
RFN-bfe9fc4e05784a46,T9风险处置与案件合规,关于印发《关于保险业依法查处商业贿赂案件的实施意见》的通知（已废止）,保监发〔2006〕64号,nfra,EXCLUDE,中,,,保险公司|保险资产管理,保险中介机构,[meta]…查处商业贿赂案件的实施意见》的通知（已废止） 保监发〔2006〕64号。各保监局、保险公司、保险资产管理公司、保险中介机构，中国保险行业协会：。现将《关于保险业依法查处商业贿赂案件的实施意见》印发给你们，请结合实际遵照执行。二○○六…,5825,已提取-可全文
RFN-c0276de758b9f668,T5资金运用与资产负债管理,中国保险资产管理业协会自律监督检查工作暂行办法,（中国保险资产管理业协会2023年4月）,,—,—,,,,,,0,未在五源cleaned收录
RFN-c056c6f9e940201b,T8机构准入与组织监管,中国保险监督管理委员会行政复议办法,中国保险监督管理委员会令[2010]1号,nfra,EXCLUDE,—,,,,,,13163,已提取-可全文
RFN-c0b231b9385a1bd2,T6养老与健康保险专项,关于进一步加强结构调整 转变发展方式 促进寿险业平稳健康发展的通知（已废止）,保监发〔2009〕84号,nfra,INCLUDE,高,人身保险公司|健康保险|养老保险|养老险|寿险,,,,[title]…关于进一步加强结构调整 转变发展方式 促进寿险业平稳健康发展的通知（已废止） 保监发〔2009〕84号。各保监局，各人身保险公司：。2009年以来，寿险业认…,5645,已提取-可全文
RFN-c1e81c43bf01ca6f,T5资金运用与资产负债管理,关于规范保险机构股票投资业务的通知,保监发〔2009〕45号,nfra,BOUNDARY,低,,,保险产品|保险公司|保险机构|保险资产管理|保险资金|偿付能力,,[title]…关于规范保险机构股票投资业务的通知 保监发〔2009〕45号。各保险公司、保险资产管理公司:。为支持资本市场改革发展，提高保险…,2782,已提取-可全文
RFN-c1ef5512ad05a651,T8机构准入与组织监管,中国银保监会办公厅关于授权派出机构实施部分行政许可事项的通知,N/A,nfra,BOUNDARY,低,健康保险|养老保险公司,,,再保险公司,[body]…述保险公司不包括政策性保险公司、 再保险公司、 相互保险组织、 自保公司、 互联网保险公司、 健康保险公司、 养老保险公司及其他银保监会认定的保险公司。 二、 授权派出机构实施的行政许可事项， 由保险公司或拟设省级分公司所在地银保监…,1185,已提取-可全文
RFN-c32d310682f19c37,T8机构准入与组织监管,关于印发中国保监会派出机构内设处室及主要职责的通知,保监发〔2004〕25号,nfra,INCLUDE,中,人寿保险|人寿保险公司|人身保险|健康险,保险兼业代理,,保险中介机构|再保险公司|财产保险公司,[body]…构高级管理人员任职资格；负责财产保险条款及费率的有关管理工作；研究财产保险市场运行情况，提出政策建议。 （三）人身保险监管处 承办对辖区内人寿保险市场的监管工作。根据国家法律法规及中国保监会规章，拟订和落实辖区内人寿保险市场监管…,5375,已提取-可全文
RFN-c34308e830ead05b,T6养老与健康保险专项,中国银保监会关于规范和促进商业养老金融业务发展的通知,银保监规[2022]8号,nfra,INCLUDE,中,人身保险公司|养老保险,,,,[meta]…中国银保监会关于规范和促进商业养老金融业务发展的通知 各银保监局，各大型银行、股份制银行、理财公司、人身保险公司，建信养老金管理有限责任公司：各银保监局，各大型银行、股份制银行、理财公司、人身保险公司，建信养老金管理有限责…,3007,已提取-可全文
RFN-c344b55959d562f8,T6养老与健康保险专项,关于印发《养老保险公司企业年金业务统计制度（试行）》的通知,保监统信〔2006〕1457号,nfra,INCLUDE,高,人寿保险|健康险|养老保险|养老保险公司,,,,[title]…关于印发《养老保险公司企业年金业务统计制度（试行）》的通知 保监统信〔2006〕1457号。中国人寿保险（集团）公司、中国人寿保险股…,1880,已提取-可全文
RFN-c376b40dc174f080,T1销售行为与消费者保护,中华人民共和国消费者权益保护法实施条例,中华人民共和国国务院令第778号,gov,EXCLUDE,—,,,,,,29181,已提取-可全文
RFN-c3b1a27c9eccbe8e,T2产品与精算制度,关于开展变额年金保险试点的通知,保监寿险〔2011〕624号,nfra,INCLUDE,中,人身保险|养老保险公司|寿险,保险营销员,,,[meta]…关于开展变额年金保险试点的通知 保监寿险〔2011〕624号。北京、上海、广东、深圳、厦门保监局，各寿险公司、养老保险公司：。为促进产品创新，满足人们…,3412,已提取-可全文
RFN-c48b382c5eefebeb,T2产品与精算制度,中国保监会关于发布《中国人身保险业重大疾病经验发生率表（2006－2010）》的通知,保监发〔2013〕81号,nfra,INCLUDE,高,人身保险|人身保险公司,,,,[title]…中国保监会关于发布《中国人身保险业重大疾病经验发生率表（2006－2010）》的通知 保监发〔2013〕81号。各人身保险公司：。现发布《中国…,1411,已提取-可全文
RFN-c497a8d9d2e8134e,T5资金运用与资产负债管理,中国银行保险监督管理委员会关于保险资金参与长租市场有关事项的通知,银保监发〔2018〕26号,nfra,BOUNDARY,低,,,保险公司|保险机构|保险资产管理|保险资金|偿付能力,,[title]…中国银行保险监督管理委员会关于保险资金参与长租市场有关事项的通知 中国银行保险监督管理委员会关于保险资金中国银行保险监督管理委员会关于保险资金参与长…,2688,已提取-可全文
RFN-c52c03ee0ac9f135,T1销售行为与消费者保护,中国银保监会关于推动银行业和保险业高质量发展的指导意见,银保监发[2019]52号,nfra,BOUNDARY,低,健康保险|养老保险,,,信托公司|再保险公司|商业银行|金融资产|银行业|银行业金融机构,[body]…挥经济“减震器”和社会“稳定器”作用，更好地为经济社会发展提供风险保障和长期稳定资金。支持发展相互保险、健康和养老保险等机构。推动构建新型保险中介市场体系。完善农业保险大灾风险分散机制，加快设立中国农业再保险公司。增强出口信用保…,15253,已提取-可全文
RFN-c534c41e49d25c85,T5资金运用与资产负债管理,中国银保监会关于保险资金财务性股权投资有关事项的通知,银保监发[2020]54号,nfra,BOUNDARY,低,,,保险公司|保险机构|保险资产管理|保险资金|偿付能力,,[title]…中国银保监会关于保险资金财务性股权投资有关事项的通知 各保险集团（控股）公司、保险公司、保险资产管理公司：各保险集团（控股）公司、保险…,3357,已提取-可全文
RFN-c537e12b987a537e,T5资金运用与资产负债管理,关于增加保险机构债券投资品种的通知,保监发〔2009〕42号,nfra,BOUNDARY,低,,,保险公司|保险机构|保险资产管理|偿付能力,,[title]…关于增加保险机构债券投资品种的通知 保监发〔2009〕42号。各保险公司、保险资产管理公司：。为促进保险业务持续健康发展，根据…,2942,已提取-可全文
RFN-c5f6136678718632,T3资本与偿付能力监管,关于提取资本保证金的批复,保监财会〔2005〕1173号,nfra,BOUNDARY,低,人寿保险,,,,[meta]…关于提取资本保证金的批复 保监财会〔2005〕1173号。国信人寿保险股份有限公司：。你公司《关于解冻资本保证金的申请报告（三）》（国信人寿〔2005〕41号）收悉。经研究，同意你…,1181,已提取-可全文
RFN-c616b2b4ff8e65be,T1销售行为与消费者保护,中国银行保险监督管理委员会关于放开外资保险经纪公司经营范围的通知,银保监发〔2018〕19号,nfra,EXCLUDE,中,,,,保险经纪|保险经纪公司|保险经纪机构|银行业,[title]…中国银行保险监督管理委员会关于放开外资保险经纪公司经营范围的通知 中国银行保险监督管理委员会中国银行保险监督管理委员会关于放开外资保险经纪公司经营范围的通知…,1326,已提取-可全文
RFN-c650f183a84e2a71,T9风险处置与案件合规,中国保监会关于调整上报开展治理商业贿赂专项工作情况的通知,保监监察[2014]20号,supp,BOUNDARY,低,,,保险公司|保险资产管理,,[meta]…上报开展治理商业贿赂专项工作情况的通知 将保险业治理商业贿赂专项工作由集中治理转为常态化报送，明确保监局每年、保险公司每半年报送相关报表。 中国保险监督管理委员会    保监监察〔2014〕20号 各保监局，各保险公司、保险资产…,836,已提取-可全文
RFN-c6521cc354fb98c3,T7反洗钱与反恐怖融资,中国人民银行办公厅关于进一步加强金融机构和支付机构反恐怖融资工作的通知,银办发[2014]62号,,—,—,,,,,,0,未在五源cleaned收录
RFN-c6efe53cbf661297,T1销售行为与消费者保护,中国银保监会办公厅关于开展银行保险机构侵害个人信息权益乱象专项整治工作的通知,银保监办发[2022]80号,supp,BOUNDARY,低,,,保险机构,,[title]…中国银保监会办公厅关于开展银行保险机构侵害个人信息权益乱象专项整治工作的通知 侵害个人信息权益乱象专项整治：全面摸排2021年以来个人信息处理相关经…,639,已提取-可全文
RFN-c713aeb2a0b708b5,T2产品与精算制度,关于界定责任保险和人身意外伤害保险的通知,保监发[1999]245号,nfra,BOUNDARY,低,人寿保险公司|人身保险,,,财产保险公司,[meta]…据《中华人民共和国保险法》第九十一条的规定，责任保险属于财产保险业务，由财产保险公司经营；人身意外伤害保险属于人身保险业务，由人寿保险公司经营。以由于被保险人的侵权行为造成他人人身伤害依法应承担的民事赔偿责任为保险标的的保险，属…,2124,已提取-可全文
RFN-c741eef01a9f96d2,T8机构准入与组织监管,关于《保险许可证管理办法》实施有关事宜的通知,保监发〔2007〕70号,nfra,EXCLUDE,中,,,保险公司|保险机构|保险资产管理,保险中介机构|保险公估|保险经纪公司,[meta]…管理办法》实施有关事宜的通知 保监发〔2007〕70号。各保监局，各保险公司、保险资产管理公司、保险代理公司、保险经纪公司、保险公估公司：。我会已于2007年6月22日以保监会令的形式对外发布《保险许可证管理办法》（以下称《办法》）…,2047,已提取-可全文
RFN-c7be83617d6fc9e6,T5资金运用与资产负债管理,中国保监会关于印发《保险资产负债管理监管规则（1－5号）》及开展试运行有关事项的通知,保监发〔2018〕27号,nfra,INCLUDE,中,人身保险公司,,,再保险公司|财产保险公司,[body]…照《保险资产负债管理监管规则第1号：财产保险公司资产负债管理能力评估规则》或《保险资产负债管理监管规则第3号：人身保险公司资产负债管理能力评估规则》的要求，对资产负债管理能力进行自评估，评估依据为截至2018年6月30日的制度健全情…,3603,已提取-可全文
RFN-c7c500d0edd62248,T3资本与偿付能力监管,关于印发《保险公司资本保证金管理暂行办法》的通知,保监发〔2007〕66号,nfra,EXCLUDE,中,,,保险公司,商业银行|银行业,[body]…公司应遵循“足额、安全、稳定”的原则提存资本保证金。 第二章存放银行 第六条 保险公司可选择一至三家全国性中资商业银行作为资本保证金的存放银行。存放银行应符合以下条件： 1、注册资本不少于40亿元人民币，上年末资本充足率、不良资…,5613,已提取-可全文
RFN-c7ee30cfb4e294d6,T1销售行为与消费者保护,关于促进寿险公司电话营销业务规范发展的通知,保监发〔2008〕38号,nfra,INCLUDE,高,人身保险|健康保险|养老保险公司|寿险,,,,[title]…关于促进寿险公司电话营销业务规范发展的通知 保监发〔2008〕38号。各保监局，各寿险公司：。为促进寿险公司电话营销业务规…,4599,已提取-可全文
RFN-c80e1ebc19b1b605,T1销售行为与消费者保护,关于分红保险销售人员从业年限条件的通知（已废止）,保监发[2000]252号,nfra,INCLUDE,中,人寿保险|人寿保险公司|寿险,,,,[body]…销售人员从业年限条件的通知（已废止） 保监发[2000]252号。     保监发[2000]252 号 中国人寿保险公司、 中国太平洋保险公司、 中国平安保险股份有限公司、 新华人寿保险股份有限公司、 泰康人寿保险股份有限公司、…,742,已提取-可全文
RFN-c83199dcc16c369d,T10数据治理与信息披露,中国保监会关于印发《大病保险统计制度（试行）》的通知,保监发〔2013〕77号,nfra,BOUNDARY,低,,,保单|保险公司|保险条款|保险资金,,[meta]…中国保监会关于印发《大病保险统计制度（试行）》的通知 保监发〔2013〕77号。各保险公司、各保监局：。为掌握保险公司大病保险业务开办情况，科学制定相关政策措施，我会研究制定了《大病保险统计制度（试行…,4862,已提取-可全文
RFN-c845291d924f0b48,T1销售行为与消费者保护,中国人民银行 中国银行保险监督管理委员会 中国证券监督管理委员会 国家外汇管理局关于进一步规范金融营销宣传行为的通知（银发〔2019〕316号）,银发〔2019〕316号,pbc,EXCLUDE,—,,,,,,314,已提取-可全文
RFN-c8bb43e3d0cc918d,T2产品与精算制度,中国保监会关于规范人身保险公司赠送保险有关行为的通知,保监发〔2015〕12号,nfra,INCLUDE,高,人身保险|人身保险公司|健康保险|寿险,,,,[title]…中国保监会关于规范人身保险公司赠送保险有关行为的通知 保监发〔2015〕12号。各人身保险公司：。为规范人身保险公司赠送保险的行为，维护人身…,1755,已提取-可全文
RFN-c8cf8b8feb8be070,T4公司治理与股权关联交易,国家金融监督管理总局关于香港、澳门金融机构入股保险公司有关事项的通知,金发[2025]9号,nfra,BOUNDARY,低,,,保险公司|保险机构|保险资产管理,,[title]…国家金融监督管理总局关于香港、澳门金融机构入股保险公司有关事项的通知 各金融监管局，各保险集团（控股）公司、保险公司、保险资产管理公司：2024年10月，内地与香港…,873,已提取-可全文
RFN-c906d3c0876f1680,T4公司治理与股权关联交易,关于印发《中国保险业发展“十二五”规划纲要》的通知,保监发〔2011〕47号,nfra,BOUNDARY,低,人身保险|健康保险|养老保险|寿险,保险营销员,,保险中介机构|公估机构|银行业,[body]…的支持力度。 （五）推动业务结构持续优化。鼓励发展满足消费者需求、体现保险核心优势、提高公司价值和效益的业务。人身保险要大力发展长期储蓄型和风险保障型业务，稳步发展投资型业务。财产保险要优化车险业务，积极开拓非车险业务，加大服务…,31605,已提取-可全文
RFN-c923da73935a62fa,T1销售行为与消费者保护,关于公布保险理赔（给付）程序 进一步做好理赔服务工作的通知,保监发〔2008〕100号,nfra,BOUNDARY,低,,,保险公司|保险机构|保险消费者|保险理赔|分支机构,,[title]…关于公布保险理赔（给付）程序 进一步做好理赔服务工作的通知 保监发〔2008〕100号。各保监局，各保险公司：。为了方便客户索…,2537,已提取-可全文
RFN-c942d80963902535,T3资本与偿付能力监管,关于严禁利用部分公司偿付能力不足信息诋毁同业的紧急通知（已失效）,保监厅发〔2004〕83号,nfra,INCLUDE,中,寿险,,,,[meta]…关于严禁利用部分公司偿付能力不足信息诋毁同业的紧急通知（已失效） 保监厅发〔2004〕83号。各寿险公司、各保监局：。近期，我会对一些偿付能力不足的寿险公司下发了监管意见书，并采取了相应的监管措施。为防止其他公…,650,已提取-可全文
RFN-c9b8d1198d70029a,T3资本与偿付能力监管,关于印发《保险公司偿付能力报告编报规则——问题解答第14号：城乡居民大病保险最低资本》的通知,保监发〔2013〕5号,nfra,BOUNDARY,低,,,保险公司|偿付能力,,[title]…关于印发《保险公司偿付能力报告编报规则——问题解答第14号：城乡居民大病保险最低资本》的通知 保监发〔2013〕5号。各保险公司…,612,已提取-可全文
RFN-c9e5cb26b9b26f14,T1销售行为与消费者保护,国家金融监督管理总局关于推动深化人身保险行业个人营销体制改革的通知,金规[2025]13号,nfra,INCLUDE,高,人身保险|人身保险公司,独立个人保险代理人,,保险经纪,[title]…国家金融监督管理总局关于推动深化人身保险行业个人营销体制改革的通知 各金融监管局，保险业协会，各人身保险公司：为贯彻落实《国务院关于加强监管防范风险推…,5250,已提取-可全文
RFN-ca5ea9313202f162,T5资金运用与资产负债管理,中国银保监会关于优化保险机构投资管理能力监管有关事项的通知,银保监发[2020]45号,nfra,BOUNDARY,低,,,保险公司|保险机构|保险资产管理|保险资金,,[title]…中国银保监会关于优化保险机构投资管理能力监管有关事项的通知 为持续推进简政放权，进一步深化保险资金运用市场化改革，根据《保险资金运用管理办…,5796,已提取-可全文
RFN-ca71dd7839504069,T9风险处置与案件合规,关于新保险法实施后行政处罚案件中法律适用有关问题的通知,保监厅发〔2009〕66号,nfra,EXCLUDE,—,,,,,,1147,已提取-可全文
RFN-caaf3ecc1123e4be,T7反洗钱与反恐怖融资,国务院办公厅关于完善反洗钱、反恐怖融资、反逃税监管体制机制的意见,国办函[2017]84号,supp,BOUNDARY,低,,,分支机构,银行业,[body]…构要加强反洗钱监管，以促进反洗钱义务机构自我管理、自主管理风险为目标，逐步建立健全法人监管框架。围绕法人机构和分支机构、集团公司和子公司在风险管理中的不同定位和功能，对反洗钱监管政策适度分层分类。加强反洗钱义务机构总部内控机制要…,12920,已提取-可全文
RFN-cabfd3ca0b94c211,T5资金运用与资产负债管理,关于印发《机关事业单位职业年金基金相关业务会计处理规定》的通知,财会〔2021〕19号,mof,EXCLUDE,—,,,,,,648,已提取-可全文
RFN-cb9c47c7e07b7034,T2产品与精算制度,中国银保监会关于使用《中国人身保险业重大疾病经验发生率表（2020）》有关事项的通知,银保监发[2020]51号,nfra,INCLUDE,高,人身保险|人身保险公司|寿险,,,,[title]…中国银保监会关于使用《中国人身保险业重大疾病经验发生率表（2020）》有关事项的通知 各人身保险公司：各人身保险公司：为规范重大疾病保险业务法定…,7588,已提取-可全文
RFN-cbab6f767d0dd52e,T1销售行为与消费者保护,保险营销员管理规定,保监会令〔2006〕3号,nfra,BOUNDARY,低,人身保险|健康保险,保险营销员,,保险中介机构|保险公估|保险经纪,[body]…营销员的条件。 第四十六条 保险公司应当组织保险营销员参加岗前培训和后续教育培训。 保险公司委托保险营销员销售人身保险新型产品的，应当对保险营销员进行专门培训。 第四十七条 保险公司应当建立健全保险营销员管理制度和保险营销员管理…,12603,已提取-可全文
RFN-cc1d85de95635408,T10数据治理与信息披露,关于在寿险业建立标准保费行业标准的通知,保监发〔2004〕102号,nfra,INCLUDE,高,人身保险|寿险,,,,[title]…关于在寿险业建立标准保费行业标准的通知 保监发〔2004〕102号。各保监局、各寿险公司、中国保险行业协会、中国保险学会…,1716,已提取-可全文
RFN-cc2102aa4fcac489,T6养老与健康保险专项,中国保监会办公厅关于开展个人税收优惠型健康保险业务有关事项的通知,保监厅发〔2016〕1号,nfra,INCLUDE,中,人身保险|人身保险公司|健康保险,,,,[meta]…税收优惠型健康保险业务有关事项的通知 保监厅发〔2016〕1号。各保监局，中国保险信息技术管理有限责任公司，各人身保险公司：。     保监厅发〔2016〕1 号 各保监局， 中国保险信息技术管理有限责任公司， 各人身保险公司： 为…,2672,已提取-可全文
RFN-cc72e22499129058,T8机构准入与组织监管,保险公司管理规定,保监会令〔2004〕3号,nfra,INCLUDE,中,,保险代理人,保单|保险公司|保险公司分支机构|保险机构|保险条款|保险销售|偿付能力|分支机构,再保险公司,[body]…公开咨询投诉电话。 保险机构对保险投诉应当认真处理，并将处理意见及时告知投诉人。 第五十三条 保险机构应当建立保险代理人的登记管理制度，加强对保险代理人的培训和管理，不得唆使、诱导保险代理人进行违背诚信义务的活动。 第五十四条 保…,18864,已提取-可全文
RFN-cce379e189638296,T10数据治理与信息披露,关于贯彻落实保险行业标准的通知,保监发〔2008〕14号,nfra,BOUNDARY,低,,,保险公司|保险资产管理,,[meta]…关于贯彻落实保险行业标准的通知 保监发〔2008〕14号。各保监局，保监会机关各部门，各保险公司、保险资产管理公司、保险专业中介机构，国有保险公司监事会，中国保险行业协会，中国保险学会，全国金融标准化技术委…,1268,已提取-可全文
RFN-cd079bdcc667f2ad,T1销售行为与消费者保护,关于进一步做好突发事件的保险新闻宣传工作的通知,保监厅发〔2005〕104号,nfra,BOUNDARY,低,,,保险公司|保险理赔,,[meta]…关于进一步做好突发事件的保险新闻宣传工作的通知 保监厅发〔2005〕104号。各保监局、各保险公司：。近一段时期以来，自然灾害、突发事件频繁发生，引起了党中央、国务院的高度重视和社会公众的广泛关注。各保险公司…,1666,已提取-可全文
RFN-cd2607bcb3975e8c,T10数据治理与信息披露,国家金融监督管理总局关于部分规范性文件废止和宣布失效的通知,金规[2025]22号,nfra,BOUNDARY,低,人身保险公司,,,商业银行|金融资产|银行业|银行业金融机构,[body]…关于印发《关于加强反保险欺诈工作的指导意见》的通知保监发〔2012〕69号37中国保险监督管理委员会关于印发《人身保险公司风险排查管理规定》的通知保监发〔2013〕48号38中国保险监督管理委员会办公厅关于跨境人民币结算再保险业务有…,6169,已提取-可全文
RFN-cd3687883bfc8c55,T2产品与精算制度,中国银保监会办公厅关于进一步丰富人身保险产品供给的指导意见,银保监办发[2021]107号,nfra,INCLUDE,高,人身保险|健康保险|养老保险,,,,[title]…中国银保监会办公厅关于进一步丰富人身保险产品供给的指导意见 银保监办发〔2021〕107号为深化保险业供给侧结构性改革，促进人身保险扩面提质稳健发展，…,4921,已提取-可全文
RFN-cd3c8da678aa0a31,T7反洗钱与反恐怖融资,中国人民银行关于进一步做好受益所有人身份识别工作有关问题的通知（银发〔2018〕164号）,银发[2018]164号,pbc,EXCLUDE,—,,,,,,206,已提取-可全文
RFN-cd7d64530d5dca1d,T2产品与精算制度,关于印发《分红保险专题财务报告编报规则问题解答第1号》的通知,保监财会〔2009〕399号,nfra,INCLUDE,中,健康保险|养老保险公司|寿险,,,金融资产,[meta]…关于印发《分红保险专题财务报告编报规则问题解答第1号》的通知 保监财会〔2009〕399号。各寿险公司、养老保险公司、健康保险公司：。为便于各公司做好分红保险专题财务报告的编报工作，我会制定了《分红保险专题财…,5176,已提取-可全文
RFN-ce7a37583a65d386,T7反洗钱与反恐怖融资,中国人民银行办公厅关于进一步加强银行卡业务反洗钱工作的通知,银办发[2009]151号,,—,—,,,,,,0,未在五源cleaned收录
RFN-cea7ce522c5ff728,T3资本与偿付能力监管,关于保险公司偿付能力报告编报工作有关问题的通知,保监发〔2007〕15号,nfra,INCLUDE,中,人寿保险公司|健康险公司|寿险,,,,[meta]…5号。各保险公司：。由于2007年1月1日起全行业施行新会计准则，以及2007年将陆续实施《动态偿付能力测试（人寿保险公司）》、《投资资产》、《子公司、合营企业和联营企业》、《年度报告的内容与格式》、《季度报告》等5项偿付能力报告编…,4466,已提取-可全文
RFN-ceb12aa3ca8c3a6f,T10数据治理与信息披露,中国人民银行 中国银行业监督管理委员会 中国证券监督管理委员会 中国保险监督管理委员会关于全面推进农村金融产品和服务方式创新的指导意见,银发〔2010〕198号,nfra,EXCLUDE,中,,,保单|保险公司|分支机构,商业银行|银行业|银行业金融机构,[title]…中国人民银行 中国银行业监督管理委员会 中国证券监督管理委员会 中国保险监督管理委员会关于全面推进农村金融产品和服务方式创新的指导意见…,9641,已提取-可全文
RFN-cf2b8f2b5b03b772,T9风险处置与案件合规,中国银保监会现场检查办法（试行）(中国银行保险监督管理委员会令2019年第7号),中国银行保险监督管理委员会令2019年第7号,nfra,EXCLUDE,中,,,保险公司|保险机构|保险资产管理|偿付能力,保险中介机构|商业银行|金融资产|银行业,[body]…国银保监会现场检查办法（试行） 第一章 总则 第一条 为全面贯彻落实党中央、国务院对金融工作的决策部署，加强对银行业和保险业的监督管理，规范现场检查行为，提升现场检查质效，促进行业健康发展，根据《中华人民共和国银行业监督管理法…,16211,已提取-可全文
RFN-cf2d61151e8cfa01,T3资本与偿付能力监管,中国保监会关于印发《保险公司偿付能力报告编报规则——问题解答第24号：信托计划》的通知,保监发〔2014〕77号,nfra,EXCLUDE,中,,,保险公司|保险资产管理|偿付能力,信托公司,[body]…14 年 9 月 23 日 保险公司偿付能力报告编报规则 ——问题解答第 24 号：信托计划 问：保险公司投资信托公司发行的信托计划， 在编制偿付能力报告时如何认可？  答：保险公司在本问题解答发布前投资的信托计划， 按照《保险…,1411,已提取-可全文
RFN-cf37a691dab2c2a0,T1销售行为与消费者保护,中国银保监会关于清理规章规范性文件的决定,中国银行保险监督管理委员会令[2021]7号,nfra,INCLUDE,中,人身保险|人身保险公司|健康保险|养老保险|寿险,保险营销员|保险销售从业人员,,保险中介机构|保险公估|保险经纪|保险经纪机构|商业银行|财产保险公司|银行业|银行业金融机构,[body]…004〕86号10关于印发《中国保监会保险统计现场检查工作规程》的通知保监发〔2005〕101号11关于印发《人身保险保单标准化工作指引（试行）》的通知保监发〔2005〕108号12关于印发《寿险公司非现场监管规程（试行）》的通…,14633,已提取-可全文
RFN-cf85f0dc63c22f2f,T1销售行为与消费者保护,关于在兼业代理网点销售人身保险新型产品的批复,保监函〔2002〕119号,nfra,INCLUDE,高,人身保险,,,,[title]…关于在兼业代理网点销售人身保险新型产品的批复 保监函〔2002〕119号。广州保监办：。你办《关于在兼业代理网点销售人身保险新型产品有关问题…,713,已提取-可全文
